unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1.53E+09,29-07-2018 05:00,BTC/USD,8193.21,8230.72,8185.27,8202.3,1109001,135.24
1.53E+09,29-07-2018 06:00,BTC/USD,8202.3,8225.87,8193.48,8200.11,1656221,201.83
1.53E+09,29-07-2018 07:00,BTC/USD,8200.11,8221.76,8175,8179.67,693655.1,84.63
1.53E+09,29-07-2018 08:00,BTC/USD,8179.67,8179.79,8130.01,8150,2286446,280.51
1.53E+09,29-07-2018 09:00,BTC/USD,8150,8181.87,8139.66,8162.91,1563475,191.72
1.53E+09,29-07-2018 10:00,BTC/USD,8162.91,8170.97,8131.99,8155.05,883996.8,108.46
1.53E+09,29-07-2018 11:00,BTC/USD,8155.05,8169.1,8109.74,8169.1,2272251,279.48
1.53E+09,29-07-2018 12:00,BTC/USD,8169.1,8224.99,8154.31,8214.96,2304175,281.12
1.53E+09,29-07-2018 13:00,BTC/USD,8214.96,8217.98,8170,8199.08,1414678,172.82
1.53E+09,29-07-2018 14:00,BTC/USD,8199.08,8246.43,8191.49,8215.77,1361262,165.48
1.53E+09,29-07-2018 15:00,BTC/USD,8215.77,8232.21,8199.4,8227.6,431152.6,52.46
1.53E+09,29-07-2018 16:00,BTC/USD,8227.6,8227.6,8166.01,8177.96,977618.6,119.36
1.53E+09,29-07-2018 17:00,BTC/USD,8177.96,8199.63,8177.95,8190.91,216022.3,26.38
1.53E+09,29-07-2018 18:00,BTC/USD,8190.91,8220.32,8181.76,8214.99,276121.2,33.66
1.53E+09,29-07-2018 19:00,BTC/USD,8214.99,8225.21,8203.43,8212,808529.9,98.46
1.53E+09,29-07-2018 20:00,BTC/USD,8212,8220,8191.17,8196.99,384264.3,46.82
1.53E+09,29-07-2018 21:00,BTC/USD,8196.99,8209.99,8171.2,8190.41,444340.2,54.26
1.53E+09,29-07-2018 22:00,BTC/USD,8190.41,8192.96,8176.27,8186.51,256946.2,31.39
1.53E+09,29-07-2018 23:00,BTC/USD,8186.51,8280.01,8181.31,8216.74,2632348,319.47
1.53E+09,30-07-2018 00:00,BTC/USD,8216.74,8220.88,8069.34,8156.45,7822145,962.17
1.53E+09,30-07-2018 01:00,BTC/USD,8156.45,8295,8144.08,8213.06,4081733,495.64
1.53E+09,30-07-2018 02:00,BTC/USD,8213.06,8217.17,8186.98,8196.63,405099.2,49.39
1.53E+09,30-07-2018 03:00,BTC/USD,8196.63,8231.99,8181.05,8190.01,797662,97.22
1.53E+09,30-07-2018 04:00,BTC/USD,8190.01,8196.32,8159.36,8179.64,714741.4,87.44
1.53E+09,30-07-2018 05:00,BTC/USD,8179.64,8191.53,8172.58,8182.78,464273.4,56.75
1.53E+09,30-07-2018 06:00,BTC/USD,8182.78,8184.03,8096.49,8136.57,12808383,1575.43
1.53E+09,30-07-2018 07:00,BTC/USD,8136.57,8155.92,8098.56,8155,10014654,1232.77
1.53E+09,30-07-2018 08:00,BTC/USD,8155,8185.95,8147.52,8163.47,1291610,158.14
1.53E+09,30-07-2018 09:00,BTC/USD,8163.47,8174.15,8142.91,8159.51,966165.5,118.38
1.53E+09,30-07-2018 10:00,BTC/USD,8159.51,8169.98,8123.23,8148.03,3335127,409.2
1.53E+09,30-07-2018 11:00,BTC/USD,8148.03,8162.99,8117.95,8161.81,1532294,188.28
1.53E+09,30-07-2018 12:00,BTC/USD,8161.81,8170.99,8117.52,8138.91,1205944,148.07
1.53E+09,30-07-2018 13:00,BTC/USD,8138.91,8144.81,8099.6,8120.34,2044765,251.62
1.53E+09,30-07-2018 14:00,BTC/USD,8120.34,8210.31,8118.52,8177.11,3512612,430.21
1.53E+09,30-07-2018 15:00,BTC/USD,8177.11,8185,8106.06,8117.89,1764416,216.69
1.53E+09,30-07-2018 16:00,BTC/USD,8117.89,8130.04,8069.34,8119.48,4104839,506.56
1.53E+09,30-07-2018 17:00,BTC/USD,8119.48,8122.37,7879,7906.35,9421261,1178.14
1.53E+09,30-07-2018 18:00,BTC/USD,7906.35,7967,7853.01,7959.2,6087599,769.17
1.53E+09,30-07-2018 19:00,BTC/USD,7959.2,8150.33,7955.84,8111.99,8918190,1105.99
1.53E+09,30-07-2018 20:00,BTC/USD,8111.99,8191.14,8063.22,8150.08,8266509,1016.91
1.53E+09,30-07-2018 21:00,BTC/USD,8150.08,8158.77,8108.53,8121.97,2267149,279.08
1.53E+09,30-07-2018 22:00,BTC/USD,8121.97,8198.69,8119.97,8152.98,2490961,305.24
1.53E+09,30-07-2018 23:00,BTC/USD,8152.98,8191.31,8151.97,8160.21,1203145,147.4
1.53E+09,31-07-2018 00:00,BTC/USD,8160.21,8162.37,8109.86,8112.56,1803787,221.76
1.53E+09,31-07-2018 01:00,BTC/USD,8112.56,8137.41,8101.04,8109.24,1611308,198.52
1.53E+09,31-07-2018 02:00,BTC/USD,8109.24,8133.57,8101.48,8106.56,886441.9,109.17
1.53E+09,31-07-2018 03:00,BTC/USD,8106.56,8118.02,8101.44,8115.4,973300.8,120.06
1.53E+09,31-07-2018 04:00,BTC/USD,8115.4,8119.67,8071.93,8113.4,1152948,142.4
1.53E+09,31-07-2018 05:00,BTC/USD,8113.4,8127.53,8097.91,8120.11,837449,103.2
1.53E+09,31-07-2018 06:00,BTC/USD,8120.11,8144.99,8119.25,8130.63,2041111,251.05
1.53E+09,31-07-2018 07:00,BTC/USD,8130.63,8137,8102.61,8118.06,3552489,437.47
1.53E+09,31-07-2018 08:00,BTC/USD,8118.06,8126.27,8000,8023.54,2837071,351.96
1.53E+09,31-07-2018 09:00,BTC/USD,8023.54,8065.25,7970,8016.52,4476744,558.18
1.53E+09,31-07-2018 10:00,BTC/USD,8016.52,8020.48,7929.53,7945,5025308,630.65
1.53E+09,31-07-2018 11:00,BTC/USD,7945,8030.73,7931.11,7974.72,2978439,373
1.53E+09,31-07-2018 12:00,BTC/USD,7974.72,7978.3,7755.55,7800,15089346,1926.7
1.53E+09,31-07-2018 13:00,BTC/USD,7800,7832.92,7713.24,7729.14,10407189,1336.86
1.53E+09,31-07-2018 14:00,BTC/USD,7729.14,7772.99,7657.13,7733.86,8062472,1043.92
1.53E+09,31-07-2018 15:00,BTC/USD,7733.86,7768.54,7660,7754.61,5398086,699.64
1.53E+09,31-07-2018 16:00,BTC/USD,7754.61,7801.01,7708.48,7798.15,3969050,511.85
1.53E+09,31-07-2018 17:00,BTC/USD,7798.15,7833.79,7705,7724.58,5390678,694.87
1.53E+09,31-07-2018 18:00,BTC/USD,7724.58,7778.23,7700,7745.82,1767493,228.73
1.53E+09,31-07-2018 19:00,BTC/USD,7745.82,7771.04,7727.73,7751.32,1623475,209.55
1.53E+09,31-07-2018 20:00,BTC/USD,7751.32,7752.61,7668.91,7696.51,2613084,339.14
1.53E+09,31-07-2018 21:00,BTC/USD,7696.51,7727.74,7690,7710,1576351,204.59
1.53E+09,31-07-2018 22:00,BTC/USD,7710,7718.87,7677.36,7696.98,2439027,316.97
1.53E+09,31-07-2018 23:00,BTC/USD,7696.98,7777,7633.67,7725.43,7567552,983.85
1.53E+09,01-08-2018 0:00,BTC/USD,7725.43,7761.56,7647,7666.36,3385333,439.23
1.53E+09,01-08-2018 1:00,BTC/USD,7666.36,7676.27,7551,7551,6993202,918.13
1.53E+09,01-08-2018 2:00,BTC/USD,7551,7575.98,7503.01,7556.43,7281798,966.48
1.53E+09,01-08-2018 3:00,BTC/USD,7556.43,7564.21,7506.5,7534.99,3604546,478.34
1.53E+09,01-08-2018 4:00,BTC/USD,7534.99,7574.52,7524.85,7532.84,2154340,285.52
1.53E+09,01-08-2018 5:00,BTC/USD,7532.84,7542.54,7451,7524.22,7447579,993.5
1.53E+09,01-08-2018 6:00,BTC/USD,7524.22,7576.96,7516.71,7559.21,2422366,320.99
1.53E+09,01-08-2018 7:00,BTC/USD,7559.21,7562.53,7520,7554.64,3012404,399.61
1.53E+09,01-08-2018 8:00,BTC/USD,7554.64,7652.41,7554.57,7627.77,7816529,1025.57
1.53E+09,01-08-2018 9:00,BTC/USD,7627.77,7633.61,7593.78,7593.8,2494796,327.84
1.53E+09,01-08-2018 10:00,BTC/USD,7593.8,7594.16,7532,7565.59,2997753,396.68
1.53E+09,01-08-2018 11:00,BTC/USD,7565.59,7570,7524.46,7561.74,3075378,407.53
1.53E+09,01-08-2018 12:00,BTC/USD,7561.74,7595.73,7552.02,7575.25,2422381,319.9
1.53E+09,01-08-2018 13:00,BTC/USD,7575.25,7630.47,7572.1,7623.12,2896139,380.92
1.53E+09,01-08-2018 14:00,BTC/USD,7623.12,7638.02,7570.13,7582.08,1931767,254.11
1.53E+09,01-08-2018 15:00,BTC/USD,7582.08,7619.47,7565.93,7604.52,1024325,134.79
1.53E+09,01-08-2018 16:00,BTC/USD,7604.52,7610,7525,7561.49,2773845,366.81
1.53E+09,01-08-2018 17:00,BTC/USD,7561.49,7586.97,7537.76,7542.35,2042733,270.4
1.53E+09,01-08-2018 18:00,BTC/USD,7542.35,7563.23,7535.02,7539.99,1454602,192.8
1.53E+09,01-08-2018 19:00,BTC/USD,7539.99,7570,7537.91,7560.4,1047407,138.67
1.53E+09,01-08-2018 20:00,BTC/USD,7560.4,7563.36,7468.31,7480.62,6373066,848.01
1.53E+09,01-08-2018 21:00,BTC/USD,7480.62,7519.74,7477.67,7477.67,2299750,306.73
1.53E+09,01-08-2018 22:00,BTC/USD,7477.67,7635,7440,7585.86,7823110,1036.58
1.53E+09,01-08-2018 23:00,BTC/USD,7585.86,7632,7565.52,7602.01,1500470,197.63
1.53E+09,02-08-2018 0:00,BTC/USD,7602.01,7679.14,7594.51,7671.99,2412434,315.42
1.53E+09,02-08-2018 1:00,BTC/USD,7671.99,7709.98,7635.83,7677.44,1941211,252.74
1.53E+09,02-08-2018 2:00,BTC/USD,7677.44,7692.11,7650,7673.21,948409.9,123.57
1.53E+09,02-08-2018 3:00,BTC/USD,7673.21,7681.41,7631.29,7647.47,956987.9,125.04
1.53E+09,02-08-2018 4:00,BTC/USD,7647.47,7652.98,7620.56,7630.82,598052.5,78.31
1.53E+09,02-08-2018 5:00,BTC/USD,7630.82,7659.6,7623.84,7655.45,497687,65.12
1.53E+09,02-08-2018 6:00,BTC/USD,7655.45,7671.91,7640.62,7643,480745.3,62.79
1.53E+09,02-08-2018 7:00,BTC/USD,7643,7700.97,7643,7662.72,3816350,496.36
1.53E+09,02-08-2018 8:00,BTC/USD,7662.72,7665.04,7620,7620,1712306,223.86
1.53E+09,02-08-2018 9:00,BTC/USD,7620,7653.95,7600,7615.84,2135513,279.93
1.53E+09,02-08-2018 10:00,BTC/USD,7615.84,7620.97,7552.85,7588.08,2606379,343.85
1.53E+09,02-08-2018 11:00,BTC/USD,7588.08,7588.08,7548.4,7562.95,2750787,363.85
1.53E+09,02-08-2018 12:00,BTC/USD,7562.95,7575.74,7524.56,7529.17,2665335,353.14
1.53E+09,02-08-2018 13:00,BTC/USD,7529.17,7552.34,7477,7501.97,2929032,390.07
1.53E+09,02-08-2018 14:00,BTC/USD,7501.97,7563.34,7492,7537.04,1652547,219.36
1.53E+09,02-08-2018 15:00,BTC/USD,7537.04,7557.34,7511.97,7523.84,769720.8,102.25
1.53E+09,02-08-2018 16:00,BTC/USD,7523.84,7593.58,7455,7568.42,4302689,571.28
1.53E+09,02-08-2018 17:00,BTC/USD,7568.42,7579.45,7505.69,7513.28,1261110,166.97
1.53E+09,02-08-2018 18:00,BTC/USD,7513.28,7529.09,7482.12,7504.68,1376740,183.5
1.53E+09,02-08-2018 19:00,BTC/USD,7504.68,7562.38,7500.93,7537.99,1671808,221.73
1.53E+09,02-08-2018 20:00,BTC/USD,7537.99,7576.99,7532.98,7542.28,911807.5,120.61
1.53E+09,02-08-2018 21:00,BTC/USD,7542.28,7567.89,7519.35,7533.72,649692.6,86.16
1.53E+09,02-08-2018 22:00,BTC/USD,7533.72,7564.99,7515.73,7551.94,485122.5,64.29
1.53E+09,02-08-2018 23:00,BTC/USD,7551.94,7576.47,7536.37,7536.37,392895.6,52.02
1.53E+09,03-08-2018 0:00,BTC/USD,7536.37,7536.37,7357.12,7387.23,6992086,941.69
1.53E+09,03-08-2018 1:00,BTC/USD,7387.23,7390.51,7315,7342.95,4166734,567.2
1.53E+09,03-08-2018 2:00,BTC/USD,7342.95,7362.89,7314,7349.9,1270729,173.13
1.53E+09,03-08-2018 3:00,BTC/USD,7349.9,7375.97,7330.49,7332.59,857620.5,116.66
1.53E+09,03-08-2018 4:00,BTC/USD,7332.59,7369.3,7286.41,7362.78,5030907,688.08
1.53E+09,03-08-2018 5:00,BTC/USD,7362.78,7363.29,7320.56,7320.56,1234287,168.17
1.53E+09,03-08-2018 6:00,BTC/USD,7320.56,7371.54,7309.23,7360.25,1422022,193.64
1.53E+09,03-08-2018 7:00,BTC/USD,7360.25,7394.09,7302.44,7393.06,4719909,643.67
1.53E+09,03-08-2018 8:00,BTC/USD,7393.06,7423.66,7359.68,7377.69,6159834,832.83
1.53E+09,03-08-2018 9:00,BTC/USD,7377.69,7378.65,7329.92,7358.45,1956261,266.11
1.53E+09,03-08-2018 10:00,BTC/USD,7358.45,7371.99,7335.49,7353.99,1598811,217.34
1.53E+09,03-08-2018 11:00,BTC/USD,7353.99,7375.96,7330.18,7362.35,1761394,239.52
1.53E+09,03-08-2018 12:00,BTC/USD,7362.35,7404,7349.47,7400.02,2320699,314.4
1.53E+09,03-08-2018 13:00,BTC/USD,7400.02,7444.37,7356.21,7439.69,3036266,410.73
1.53E+09,03-08-2018 14:00,BTC/USD,7439.69,7490,7422.86,7475.96,6430371,861.98
1.53E+09,03-08-2018 15:00,BTC/USD,7475.96,7481.36,7440,7480.36,2657869,356.08
1.53E+09,03-08-2018 16:00,BTC/USD,7480.36,7485.1,7450.96,7478.14,1637346,219.15
1.53E+09,03-08-2018 17:00,BTC/USD,7478.14,7542.92,7476.1,7527.51,2722761,362.56
1.53E+09,03-08-2018 18:00,BTC/USD,7527.51,7532.89,7458.07,7475.12,2627543,350.67
1.53E+09,03-08-2018 19:00,BTC/USD,7475.12,7480.76,7357.26,7377.98,3827513,517.2
1.53E+09,03-08-2018 20:00,BTC/USD,7377.98,7400,7372.74,7385.1,4971388,672.98
1.53E+09,03-08-2018 21:00,BTC/USD,7385.1,7448.86,7382.65,7415.96,1629740,219.61
1.53E+09,03-08-2018 22:00,BTC/USD,7415.96,7435.98,7400.04,7416.25,597307.3,80.51
1.53E+09,03-08-2018 23:00,BTC/USD,7416.25,7427.08,7357.26,7416.98,1270248,171.87
1.53E+09,04-08-2018 0:00,BTC/USD,7416.98,7492.1,7384.23,7454.54,1800720,241.98
1.53E+09,04-08-2018 1:00,BTC/USD,7454.54,7472.99,7434.58,7472.99,1544515,207.36
1.53E+09,04-08-2018 2:00,BTC/USD,7472.99,7494.48,7455.48,7464.44,947682.2,126.89
1.53E+09,04-08-2018 3:00,BTC/USD,7464.44,7474.99,7443.34,7450.7,371676.4,49.82
1.53E+09,04-08-2018 4:00,BTC/USD,7450.7,7472.63,7433.81,7463.01,365066,49.01
1.53E+09,04-08-2018 5:00,BTC/USD,7463.01,7465.51,7433.39,7433.39,151236,20.29
1.53E+09,04-08-2018 6:00,BTC/USD,7433.39,7448.21,7406.58,7420.93,337475.9,45.47
1.53E+09,04-08-2018 7:00,BTC/USD,7420.93,7455.33,7420.93,7448.14,154922.3,20.81
1.53E+09,04-08-2018 8:00,BTC/USD,7448.14,7480,7443.67,7462.02,476917.8,63.9
1.53E+09,04-08-2018 9:00,BTC/USD,7462.02,7469.21,7421.6,7455.41,523080.2,70.23
1.53E+09,04-08-2018 10:00,BTC/USD,7455.41,7460.58,7371.17,7400,1277651,172.62
1.53E+09,04-08-2018 11:00,BTC/USD,7400,7419.66,7380.18,7405.13,885292.7,119.73
1.53E+09,04-08-2018 12:00,BTC/USD,7405.13,7405.99,7211.75,7246.54,7044319,967.34
1.53E+09,04-08-2018 13:00,BTC/USD,7246.54,7283.02,7234.73,7257.33,1622164,223.62
1.53E+09,04-08-2018 14:00,BTC/USD,7257.33,7257.33,6991.86,7059.21,13103160,1847.17
1.53E+09,04-08-2018 15:00,BTC/USD,7059.21,7080,6955,6978.51,6088905,869.18
1.53E+09,04-08-2018 16:00,BTC/USD,6978.51,7026.32,6955,6980.58,2350918,336.29
1.53E+09,04-08-2018 17:00,BTC/USD,6980.58,7000,6926,6988.01,3102682,445.4
1.53E+09,04-08-2018 18:00,BTC/USD,6988.01,7016.37,6959.49,6976.54,1106244,158.25
1.53E+09,04-08-2018 19:00,BTC/USD,6976.54,7003.99,6957.16,6991.01,1029380,147.41
1.53E+09,04-08-2018 20:00,BTC/USD,6991.01,7000,6970,6981.98,1668872,239.1
1.53E+09,04-08-2018 21:00,BTC/USD,6981.98,7039.28,6977.02,6987.54,1890715,270.09
1.53E+09,04-08-2018 22:00,BTC/USD,6987.54,7025.62,6985.79,7006.5,506347.1,72.33
1.53E+09,04-08-2018 23:00,BTC/USD,7006.5,7022.91,6987.45,7009.99,472652.4,67.46
1.53E+09,05-08-2018 0:00,BTC/USD,7009.99,7026.3,6900.59,6923.65,4360225,625.44
1.53E+09,05-08-2018 1:00,BTC/USD,6923.65,6971.36,6894.67,6931.31,3298982,477.04
1.53E+09,05-08-2018 2:00,BTC/USD,6931.31,6967.4,6905.66,6946.98,1422033,205.06
1.53E+09,05-08-2018 3:00,BTC/USD,6946.98,7009.62,6937.5,7005.99,2359217,337.79
1.53E+09,05-08-2018 4:00,BTC/USD,7005.99,7012.11,6965,6977.99,1666665,238.62
1.53E+09,05-08-2018 5:00,BTC/USD,6977.99,7002.01,6966.79,6979.77,456861.7,65.42
1.53E+09,05-08-2018 6:00,BTC/USD,6979.77,6979.77,6953.41,6961.61,351191.4,50.4
1.53E+09,05-08-2018 7:00,BTC/USD,6961.61,6977.14,6934.39,6937.68,436416.1,62.72
1.53E+09,05-08-2018 8:00,BTC/USD,6937.68,7011.87,6929.32,6986.02,1382139,198.04
1.53E+09,05-08-2018 9:00,BTC/USD,6986.02,7086.8,6981.39,7068.02,1940812,275.47
1.53E+09,05-08-2018 10:00,BTC/USD,7068.02,7084.31,7031.68,7042.97,1756084,249.07
1.53E+09,05-08-2018 11:00,BTC/USD,7042.97,7049,7021.04,7031.96,1063783,151.3
1.53E+09,05-08-2018 12:00,BTC/USD,7031.96,7061.61,7022.2,7042.54,431588.4,61.26
1.53E+09,05-08-2018 13:00,BTC/USD,7042.54,7042.54,6950,6965.42,3671483,525.52
1.53E+09,05-08-2018 14:00,BTC/USD,6965.42,6974.82,6888.88,6923.04,4516248,652.98
1.53E+09,05-08-2018 15:00,BTC/USD,6923.04,7044.88,6912.47,7002.12,2942988,420.48
1.53E+09,05-08-2018 16:00,BTC/USD,7002.12,7038,6992.47,7007.74,954848.7,136.02
1.53E+09,05-08-2018 17:00,BTC/USD,7007.74,7011.99,6946.64,6989.2,1417891,203.37
1.53E+09,05-08-2018 18:00,BTC/USD,6989.2,7015.98,6967.49,7010.7,928670.2,132.77
1.53E+09,05-08-2018 19:00,BTC/USD,7010.7,7051.5,7002.95,7013.18,1460291,207.72
1.53E+09,05-08-2018 20:00,BTC/USD,7013.18,7073.3,6998.69,7061.64,2058537,292.62
1.53E+09,05-08-2018 21:00,BTC/USD,7061.64,7079.19,7026.44,7046.23,1694954,240.08
1.53E+09,05-08-2018 22:00,BTC/USD,7046.23,7058.59,7005,7021.54,956958.7,136.3
1.53E+09,05-08-2018 23:00,BTC/USD,7021.54,7043.18,7013.87,7032.61,658393.5,93.66
1.53E+09,06-08-2018 0:00,BTC/USD,7032.61,7075.62,7023.01,7043.98,1831887,259.52
1.53E+09,06-08-2018 1:00,BTC/USD,7043.98,7157.93,7038.65,7119.72,2158095,303.58
1.53E+09,06-08-2018 2:00,BTC/USD,7119.72,7146.19,7118.88,7130.86,965427.5,135.39
1.53E+09,06-08-2018 3:00,BTC/USD,7130.86,7138.08,7088.29,7095.56,738872,103.83
1.53E+09,06-08-2018 4:00,BTC/USD,7095.56,7115.1,7072.2,7072.26,815610.7,114.86
1.53E+09,06-08-2018 5:00,BTC/USD,7072.26,7099.99,7065.01,7084.68,2065368,291.79
1.53E+09,06-08-2018 6:00,BTC/USD,7084.68,7107.14,7075,7075.01,974016.1,137.32
1.53E+09,06-08-2018 7:00,BTC/USD,7075.01,7086.85,6990.17,7014.57,2823304,401.73
1.53E+09,06-08-2018 8:00,BTC/USD,7014.57,7014.57,6952.29,6967.01,2278241,326.25
1.53E+09,06-08-2018 9:00,BTC/USD,6967.01,7008.86,6953.65,6962.15,1423606,203.8
1.53E+09,06-08-2018 10:00,BTC/USD,6962.15,6990.48,6947.01,6979.85,980766.7,140.83
1.53E+09,06-08-2018 11:00,BTC/USD,6979.85,6989.27,6921.6,6979.3,1691674,243
1.53E+09,06-08-2018 12:00,BTC/USD,6979.3,6987.45,6945.11,6964.83,1028782,147.56
1.53E+09,06-08-2018 13:00,BTC/USD,6964.83,6969.57,6843.35,6922.3,7166106,1040.76
1.53E+09,06-08-2018 14:00,BTC/USD,6922.3,6960,6907.65,6944.14,1548527,223.25
1.53E+09,06-08-2018 15:00,BTC/USD,6944.14,6981.41,6931.93,6970.8,1365883,196.32
1.53E+09,06-08-2018 16:00,BTC/USD,6970.8,6975.15,6901.86,6913.6,4550062,656.33
1.53E+09,06-08-2018 17:00,BTC/USD,6913.6,6947.42,6913.6,6922.92,882145.5,127.31
1.53E+09,06-08-2018 18:00,BTC/USD,6922.92,6927.95,6900,6914.97,2595642,375.67
1.53E+09,06-08-2018 19:00,BTC/USD,6914.97,6950,6914.97,6938.84,593155.9,85.57
1.53E+09,06-08-2018 20:00,BTC/USD,6938.84,6947.7,6906,6921.92,1708677,246.66
1.53E+09,06-08-2018 21:00,BTC/USD,6921.92,6921.92,6839.16,6862.35,5194912,755.65
1.53E+09,06-08-2018 22:00,BTC/USD,6862.35,6899.5,6835.06,6881.69,3804046,553.75
1.53E+09,06-08-2018 23:00,BTC/USD,6881.69,6945.65,6877,6936.11,1709222,246.93
1.53E+09,07-08-2018 0:00,BTC/USD,6936.11,6989,6929.97,6958.82,3334519,479.26
1.53E+09,07-08-2018 1:00,BTC/USD,6958.82,6968.55,6900.87,6913.38,1290694,186.13
1.53E+09,07-08-2018 2:00,BTC/USD,6913.38,6964.66,6913.38,6943.99,1566430,225.65
1.53E+09,07-08-2018 3:00,BTC/USD,6943.99,6957.19,6925.8,6927.12,1025441,147.7
1.53E+09,07-08-2018 4:00,BTC/USD,6927.12,6966.25,6927.12,6956.08,1032038,148.54
1.53E+09,07-08-2018 5:00,BTC/USD,6956.08,6963.59,6919.92,6926.9,1011218,145.57
1.53E+09,07-08-2018 6:00,BTC/USD,6926.9,6950.95,6917.38,6943.97,1306696,188.44
1.53E+09,07-08-2018 7:00,BTC/USD,6943.97,7069.13,6943.45,7020.97,5248583,746.61
1.53E+09,07-08-2018 8:00,BTC/USD,7020.97,7047.74,7013.29,7041.69,1588678,225.76
1.53E+09,07-08-2018 9:00,BTC/USD,7041.69,7065.99,7036.21,7060.78,1268996,179.84
1.53E+09,07-08-2018 10:00,BTC/USD,7060.78,7063.84,7035,7046.69,1132287,160.77
1.53E+09,07-08-2018 11:00,BTC/USD,7046.69,7120,7046.67,7082.3,2714268,383.12
1.53E+09,07-08-2018 12:00,BTC/USD,7082.3,7140.08,7066.09,7116.72,3094865,435.82
1.53E+09,07-08-2018 13:00,BTC/USD,7116.72,7155,7061.31,7063.85,3076084,432.69
1.53E+09,07-08-2018 14:00,BTC/USD,7063.85,7095,7046.42,7088.77,1505882,213.09
1.53E+09,07-08-2018 15:00,BTC/USD,7088.77,7122.28,7080.14,7112.21,1559985,219.72
1.53E+09,07-08-2018 16:00,BTC/USD,7112.21,7140,7096.63,7112.95,1944944,273.41
1.53E+09,07-08-2018 17:00,BTC/USD,7112.95,7119,7083.48,7114,1096713,154.39
1.53E+09,07-08-2018 18:00,BTC/USD,7114,7114,7067.01,7094.6,1551559,218.84
1.53E+09,07-08-2018 19:00,BTC/USD,7094.6,7102.29,6989.61,6999.8,3031991,430.76
1.53E+09,07-08-2018 20:00,BTC/USD,6999.8,7005,6851,6878.59,11241109,1628.27
1.53E+09,07-08-2018 21:00,BTC/USD,6878.59,6881.1,6671,6759.43,12120951,1798.12
1.53E+09,07-08-2018 22:00,BTC/USD,6759.43,6796,6726.1,6744.7,3343309,495.4
1.53E+09,07-08-2018 23:00,BTC/USD,6744.7,6750,6700.1,6717.68,3505476,521.51
1.53E+09,08-08-2018 0:00,BTC/USD,6717.68,6717.68,6558.95,6604.46,9072145,1370.04
1.53E+09,08-08-2018 1:00,BTC/USD,6604.46,6640,6566.89,6578.95,1742710,263.9
1.53E+09,08-08-2018 2:00,BTC/USD,6578.95,6620,6558.96,6619.61,2424421,367.62
1.53E+09,08-08-2018 3:00,BTC/USD,6619.61,6619.61,6571.57,6587.01,1827672,277
1.53E+09,08-08-2018 4:00,BTC/USD,6587.01,6589.55,6457,6499.01,7446418,1144.33
1.53E+09,08-08-2018 5:00,BTC/USD,6499.01,6558.94,6390.99,6533.94,7351707,1136.12
1.53E+09,08-08-2018 6:00,BTC/USD,6533.94,6558.95,6511.37,6546.85,2105808,322.25
1.53E+09,08-08-2018 7:00,BTC/USD,6546.85,6553.16,6457,6457,3260975,500.74
1.53E+09,08-08-2018 8:00,BTC/USD,6457,6523.93,6426.98,6510.77,3532518,545.81
1.53E+09,08-08-2018 9:00,BTC/USD,6510.77,6519.81,6475.02,6495.77,2243391,345.35
1.53E+09,08-08-2018 10:00,BTC/USD,6495.77,6496.48,6440,6483.45,2043288,315.86
1.53E+09,08-08-2018 11:00,BTC/USD,6483.45,6539.37,6466.61,6506.91,1722071,264.75
1.53E+09,08-08-2018 12:00,BTC/USD,6506.91,6518.81,6466.23,6492.36,2539286,391.1
1.53E+09,08-08-2018 13:00,BTC/USD,6492.36,6507.62,6451.12,6465.35,2740622,423.31
1.53E+09,08-08-2018 14:00,BTC/USD,6465.35,6493.77,6415.31,6492.21,3451981,534.45
1.53E+09,08-08-2018 15:00,BTC/USD,6492.21,6500,6464.55,6483.01,1676900,258.74
1.53E+09,08-08-2018 16:00,BTC/USD,6483.01,6495.2,6181,6260.03,12789973,2022.36
1.53E+09,08-08-2018 17:00,BTC/USD,6260.03,6300,6223.9,6242.89,3531146,564.14
1.53E+09,08-08-2018 18:00,BTC/USD,6242.89,6273.99,6121,6263.04,8963500,1442.01
1.53E+09,08-08-2018 19:00,BTC/USD,6263.04,6361.09,6263.04,6338.49,5921298,937.63
1.53E+09,08-08-2018 20:00,BTC/USD,6338.49,6340,6290.12,6314.96,1098365,174
1.53E+09,08-08-2018 21:00,BTC/USD,6314.96,6326.05,6240.11,6299.33,1544451,245.77
1.53E+09,08-08-2018 22:00,BTC/USD,6299.33,6317.84,6233.51,6262.43,1991298,317.97
1.53E+09,08-08-2018 23:00,BTC/USD,6262.43,6286.37,6217.18,6283.59,3146114,503.31
1.53E+09,09-08-2018 0:00,BTC/USD,6283.59,6326.64,6262.66,6284.12,1517537,241
1.53E+09,09-08-2018 1:00,BTC/USD,6284.12,6331.5,6283.68,6327.87,1836365,291.57
1.53E+09,09-08-2018 2:00,BTC/USD,6327.87,6330.97,6300,6310.7,1445895,229.14
1.53E+09,09-08-2018 3:00,BTC/USD,6310.7,6327.61,6277.51,6323.6,1049141,166.42
1.53E+09,09-08-2018 4:00,BTC/USD,6323.6,6345.97,6294.6,6341.99,956681.4,151.53
1.53E+09,09-08-2018 5:00,BTC/USD,6341.99,6384.41,6328.3,6348.99,2057915,323.77
1.53E+09,09-08-2018 6:00,BTC/USD,6348.99,6364.43,6334.37,6354.99,2630656,414.24
